taxon	UniEuk id	author	rank	status	type	candidate	description	synonyms	alternative names	accessions	envo terms	locations	EukProt ID	reference
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Leishmaniinae;Zelonia;	UniEuk#3118		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Phytomonas;	UniEuk#3106		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Sergeia;	UniEuk#3107		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Strigomonadinae;	UniEuk#3109													
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Strigomonadinae;Angomonas;	UniEuk#3110		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Strigomonadinae;Kentomonas;	UniEuk#3111		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Strigomonadinae;Strigomonas;	UniEuk#3112		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Trypanosoma;	UniEuk#3100		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;'core tryps';Wallacemonas;	UniEuk#3108		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Paratrypanosoma;	UniEuk#3098		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Prokinetoplastina;	UniEuk#3127	Vickerman in Moreira et al. 2004												
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Prokinetoplastina;'AT4-56 lineage';	UniEuk#3132		genus			true								
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Prokinetoplastina;'TKR lineage';	UniEuk#3133		genus			true								
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Prokinetoplastina;Apiculatamorpha;	UniEuk#3128		genus						PhF-6 lineage					
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Prokinetoplastina;Ichthyobodo;	UniEuk#3129		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Prokinetoplastina;Papus;	UniEuk#3130		genus						PhM-4 lineage					
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Prokinetoplastina;Perkinsela;	UniEuk#3131		genus											
Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Rhynchoidomonas;	UniEuk#3126		genus											
Eukaryota;Discoba;Euglenozoa;Symbiontida;	UniEuk#3134	Yubuki et al. 2009	order						Postgaardea					
Eukaryota;Discoba;Euglenozoa;Symbiontida;'PL-1 lineage';	UniEuk#3138		genus			true								
Eukaryota;Discoba;Euglenozoa;Symbiontida;Bihospites;	UniEuk#3135		genus											
Eukaryota;Discoba;Euglenozoa;Symbiontida;Calkinsia;	UniEuk#3136		genus											
Eukaryota;Discoba;Euglenozoa;Symbiontida;Postgaardi;	UniEuk#3137		genus											
Eukaryota;Discoba;Heterolobosea;	UniEuk#3139	Page & Blanton 1985	class											
Eukaryota;Discoba;Heterolobosea;'BB2 lineage';	UniEuk#3140		genus			true								
Eukaryota;Discoba;Heterolobosea;Pharyngomonas;	UniEuk#3141		genus						Pharyngomonada					
Eukaryota;Discoba;Heterolobosea;Tetramitia;	UniEuk#3142	Cavalier-Smith 1993												
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;	UniEuk#3143	Hanouskov� et al. 2018												
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'EH lineage';	UniEuk#3150													
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'EH lineage';Euplaesiobystra;	UniEuk#3152		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'EH lineage';Heteramoeba;	UniEuk#3151		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'FPP lineage';	UniEuk#3153													
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'FPP lineage';Fumarolamoeba;	UniEuk#3154		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'FPP lineage';Parafumarolamoeba;	UniEuk#3155		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'FPP lineage';Paravahlkampfia;	UniEuk#3156		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'LPG3 lineage';	UniEuk#3187		genus			true								
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'MNT clade';	UniEuk#3162								Tetramitia III					
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'MNT clade';'NW lineage';	UniEuk#3164													
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'MNT clade';'NW lineage';Naegleria;	UniEuk#3165		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'MNT clade';'NW lineage';Willaertia;	UniEuk#3166		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'MNT clade';Marinamoeba;	UniEuk#3163		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'MNT clade';Tulamoebidae;	UniEuk#3167	Kirby et al. 2015	family											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'MNT clade';Tulamoebidae;Aurem;	UniEuk#3170		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'MNT clade';Tulamoebidae;Pleurostomum;	UniEuk#3168		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'MNT clade';Tulamoebidae;Tulamoeba;	UniEuk#3169		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'PS lineage';	UniEuk#3171								Tetramitia IV					
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'PS lineage';Percolomonadidae;	UniEuk#3172		family											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'PS lineage';Percolomonadidae;'ATCC-50343 lineage';	UniEuk#3174		genus			true								
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'PS lineage';Percolomonadidae;'P5-P lineage';	UniEuk#3175		genus			true								
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'PS lineage';Percolomonadidae;Percolomonas;	UniEuk#3173		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'PS lineage';Stephanopogon;	UniEuk#3176		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'TV lineage';	UniEuk#3183								Tetramitia V					
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'TV lineage';Tetramitus;	UniEuk#3184		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;'TV lineage';Vahlkampfia;	UniEuk#3185		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Acrasidae;	UniEuk#3144	Poche 1913	family						Tetramitia II					
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Acrasidae;'AND12 lineage';	UniEuk#3149		genus			true								
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Acrasidae;Acrasis;	UniEuk#3145		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Acrasidae;Allovahlkampfia;	UniEuk#3146		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Acrasidae;Pocheina;	UniEuk#3148		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Acrasidae;Solumitrus;	UniEuk#3147	Anderson et al. 2011	genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Creneis;	UniEuk#3186		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Gruberellidae;	UniEuk#3157	Page & Blanton 1985	family											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Gruberellidae;Gruberella;	UniEuk#3158		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Gruberellidae;Oramoeba;	UniEuk#3160		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Gruberellidae;Stachyamoeba;	UniEuk#3159		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Gruberellidae;Vrihiamoeba;	UniEuk#3161		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Psalteriomonadidae;	UniEuk#3177	Cavalier-Smith 1993	family											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Psalteriomonadidae;Harpagon;	UniEuk#3178		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Psalteriomonadidae;Monopylocystis;	UniEuk#3179		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Psalteriomonadidae;Psalteriomonas;	UniEuk#3180		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Psalteriomonadidae;Pseudoharpagon;	UniEuk#3181		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Psalteriomonadidae;Sawyeria;	UniEuk#3182		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Neovahlkampfiidae;	UniEuk#3188	Hanouskov� et al. 2018	family											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Neovahlkampfiidae;Neovahlkampfia;	UniEuk#3189		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Selenaionidae;	UniEuk#3190	Hanouskov� et al. 2018	family											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Selenaionidae;Dactylomonas;	UniEuk#3191		genus											
Eukaryota;Discoba;Heterolobosea;Tetramitia;Selenaionidae;Selenaion;	UniEuk#3192		genus											
Eukaryota;Discoba;Jakobida;	UniEuk#3193	Cavalier-Smith 1993	order											https://doi.org/10.1111/j.1550-7408.1993.tb06117.x
Eukaryota;Discoba;Jakobida;Andalucina;	UniEuk#3194	Cavalier-Smith 2013	suborder											https://doi.org/10.1016/j.ejop.2012.06.001
Eukaryota;Discoba;Jakobida;Andalucina;Andaluciidae;	UniEuk#3195	Cavalier-Smith 2013	family											https://doi.org/10.1016/j.ejop.2012.06.001
Eukaryota;Discoba;Jakobida;Andalucina;Andaluciidae;'ANDA-1 clade';	UniEuk#3396		genus			true				JX296584-JX296589;KX765992;KX766002				
Eukaryota;Discoba;Jakobida;Andalucina;Andaluciidae;Andalucia;	UniEuk#3196		genus							KX765984;KX765990				https://doi.org/10.1111/j.1550-7408.2005.00081.x
Eukaryota;Discoba;Jakobida;Andalucina;Andaluciidae;Andalucia;'AND19 lineage';	UniEuk#3394		species			true								
Eukaryota;Discoba;Jakobida;Andalucina;Andaluciidae;Andalucia;'AND19 lineage';strain AND19;	UniEuk#3395									AY965865				
Eukaryota;Discoba;Jakobida;Andalucina;Andaluciidae;Andalucia;Andalucia godoyi;	UniEuk#3392		species											https://doi.org/10.1111/j.1550-7408.2005.00081.x
Eukaryota;Discoba;Jakobida;Andalucina;Andaluciidae;Andalucia;Andalucia godoyi;strain AND28;	UniEuk#3393								strain ATCC-PRA-185	AY965870;EU334873-EU334880;KC353352;KP324909-KP324912;KP738110;KR230048;KR230049;KU522221;MG905949			EP00762; https://doi.org/10.6084/m9.figshare.12417881	
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;	UniEuk#3197	Pánek, Táborský & Čepička in Pánek et al. 2015	family											https://doi.org/10.3389/fmicb.2015.01288
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;'STYG-1 clade';	UniEuk#3423		genus			true				DQ103829;DQ310259;DQ310279;EF526735;EF526837;EF527199;FJ153625;FJ153626;FJ153628;FJ153635;FJ153654;FJ153669;FJ153676;FJ153678;FJ153679;FJ153681-FJ153684;FJ153686;FJ153717				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;'STYG-2 clade';	UniEuk#3424		genus			true				DQ310269;DQ310295;HM749957;JF308256				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;'STYG-3 clade';	UniEuk#3425		genus			true				EU446352;EU446381;EU446382				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;'STYG-4 clade';	UniEuk#3426		genus			true				EF526967;EF526971;EF526978;FJ153627;FJ153628;FJ153633;FJ153634;FJ153643;FJ153654;FJ153658;FJ153659;FJ153661-FJ153665;FJ153673;FJ153675;FJ153685;FJ153688;FJ153725;FJ153727				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;	UniEuk#3198	Pánek, Táborský & Čepička in Pánek et al. 2015	genus							KJ003952				https://doi.org/10.3389/fmicb.2015.01288
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella adhaerens;	UniEuk#3407	Pánek, Táborský & Čepička in Pánek et al. 2015	species											https://doi.org/10.3389/fmicb.2015.01288
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella adhaerens;strain COORONG2;	UniEuk#3410									KP144399				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella adhaerens;strain LARNAKA2N;	UniEuk#3409									KP144400				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella adhaerens;strain PETROCHORI;	UniEuk#3408									KP144401				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella agilis;	UniEuk#3411	Pánek, Táborský & Čepička in Pánek et al. 2015	species							FJ352774				https://doi.org/10.3389/fmicb.2015.01288
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella agilis;strain AND;	UniEuk#3412									KP144396				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella agilis;strain IGO3;	UniEuk#3413									KP144397				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella agilis;strain MANG;	UniEuk#3414									KP144398				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella cryptica;	UniEuk#3415	Pánek, Táborský & Čepička in Pánek et al. 2015	species											https://doi.org/10.3389/fmicb.2015.01288
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella cryptica;strain PC1;	UniEuk#3416									KP144390;KP144402				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;	UniEuk#3397	Pánek et al. 2015	species					Andalucia incarcerata;Jakoba incarcerata		AY916609;AY916610;DQ310296;HQ866864;HQ866882;HQ866892;HQ866903;HQ866907;HQ866917;HQ866984;HQ867011;HQ867032;HQ867049;HQ867075;HQ867111;HQ867113;HQ867155;HQ867156;HQ869827;HQ870009;HQ870103;HQ870873;HQ870990;HQ871029;HQ871108;HQ871119				https://doi.org/10.1080/00785236.1999.10409422
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;strain COORONG;	UniEuk#3400									KP144403				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;strain EVROS1I;	UniEuk#3401									KP144404				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;strain EVROS1T;	UniEuk#3402									KP144405				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;strain GOUVIA;	UniEuk#3403									KP144406				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;strain KALOGRIA;	UniEuk#3404									KP144407				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;strain MB1;	UniEuk#3399									EU334881-EU334887;KP258196-KP258200;KT984512-KT984652;KU095855;KU169129-KU169145;KX235360-KX235517				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;strain NORMAR;	UniEuk#3405									KP144408				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;strain OROSEI;	UniEuk#3406									KP144409				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Stygiella;Stygiella incarcerata;strain Quibray-Bay-2000;	UniEuk#3398									AF267179;AF267183;AY117419				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Velundella;	UniEuk#3199	Pánek, Táborský & Čepička in Pánek et al. 2015	genus											https://doi.org/10.3389/fmicb.2015.01288
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Velundella;Velundella nauta;	UniEuk#3421	Pánek, Táborský & Čepička in Pánek et al. 2015	species											https://doi.org/10.3389/fmicb.2015.01288
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Velundella;Velundella nauta;strain BMAND;	UniEuk#3422								strain BMT	KP144392				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Velundella;Velundella trypanoides;	UniEuk#3417	Pánek, Táborský & Čepička in Pánek et al. 2015	species							AY046649				https://doi.org/10.3389/fmicb.2015.01288
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Velundella;Velundella trypanoides;strain BUSSPRAND;	UniEuk#3419									KP144393				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Velundella;Velundella trypanoides;strain LARNAKA;	UniEuk#3420									KP144394				
Eukaryota;Discoba;Jakobida;Andalucina;Stygiellidae;Velundella;Velundella trypanoides;strain LUC3N;	UniEuk#3418									KP144389;KP144391;KP144395				
Eukaryota;Discoba;Jakobida;Histionina;	UniEuk#3200	Cavalier-Smith 2013	suborder											https://doi.org/10.1016/j.ejop.2012.06.001
Eukaryota;Discoba;Jakobida;Histionina;'Jbahamiensis clade';	UniEuk#3208		genus			true				FJ157340				
Eukaryota;Discoba;Jakobida;Histionina;'Jbahamiensis clade';'Jakoba bahamiensis';	UniEuk#3390		species			true			Jakoba bahamensis					
Eukaryota;Discoba;Jakobida;Histionina;'Jbahamiensis clade';'Jakoba bahamiensis';strain ATCC-50695;	UniEuk#3391								strain BHBA-1	AY236972;DQ005449;DQ005450;FJ807240;KC353354			EP00692; https://doi.org/10.6084/m9.figshare.12417881	
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;	UniEuk#3202	Flavin & Nerad 1993	family					Histionaceae						https://doi.org/10.1111/j.1550-7408.1993.tb04900.x
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Histiona;	UniEuk#3203	Voigt 1902	genus											Voigt M. 1902. Neue Organismen aus Plöner Gewässern. Forschungsberichte aus der Biologischen Station zu Plön 9:33-46.
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Histiona;Histiona aroides;	UniEuk#3371	Pascher 1943	species											Pascher A. 1943. Eine neue Art der Flagellatengattung Histiona aus den Uralpen. Arch Protistenkd 96:288-294.
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Histiona;Histiona aroides;strain ATCC-50634;	UniEuk#3372								strain H-1	FJ807239;KC353353			EP00691; https://doi.org/10.6084/m9.figshare.12417881	
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Histiona;Histiona velifera;	UniEuk#3370	Pascher 1943	species					Histiona zachariasi;Zachariasia velifera						Voigt M. 1901. Über einige bisher unbekannte Süsswasserorganismen. Zoologischer Anzeiger 24:191-195.
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Reclinomonas;	UniEuk#3204	Flavin & Nerad 1993	genus											https://doi.org/10.1111/j.1550-7408.1993.tb04900.x
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Reclinomonas;Reclinomonas americana;	UniEuk#3373	Flavin & Nerad 1993	species										EP00694; https://doi.org/10.6084/m9.figshare.12417881	https://doi.org/10.1111/j.1550-7408.1993.tb04900.x
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Reclinomonas;Reclinomonas americana;strain ATCC-50283;	UniEuk#3374								strain MD	AF267182;AF267189;AF267190;AF322047;AY117417;AY236975;DQ295221;DQ295225;DQ295231-DQ295233;KC353357				
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Reclinomonas;Reclinomonas americana;strain ATCC-50284;	UniEuk#3375								strain MI	AF267187;AF267188;AY236976;KC353358				
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Reclinomonas;Reclinomonas americana;strain ATCC-50394;	UniEuk#3376								strain NZ	AF007261;AF322046;AY924999;AY925007				
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Reclinomonas;Reclinomonas americana;strain ATCC-50633;	UniEuk#3377								strain H-2	AF053089;KC353356				
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Reclinomonas;Reclinomonas campanula;	UniEuk#3378	Flavin & Nerad 1993	species					Histiona campanula;Stenocodon campanula						Penard E. 1921. Studies on some flagellata. Proceedings of the Academy of Natural Sciences of Philadelphia 73:105-168.
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Stenocodon;	UniEuk#3384	Pascher 1942	genus											Pascher A. 1942. Zur Klärung einiger gefärbter und farbloser Flagellaten und ihrer Einrichtungen zur Aufnahme animalischer Nahrung. Arch Protistenkd 96:75-108.
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Stenocodon;Stenocodon epiplankton;	UniEuk#3385	Pascher 1942	species											Pascher A. 1942. Zur Klärung einiger gefärbter und farbloser Flagellaten und ihrer Einrichtungen zur Aufnahme animalischer Nahrung. Arch Protistenkd 96:75-108.
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Stomatochone;	UniEuk#3379	Pascher 1942	genus											Pascher A. 1942. Zur Klärung einiger gefärbter und farbloser Flagellaten und ihrer Einrichtungen zur Aufnahme animalischer Nahrung. Arch Protistenkd 96:75-108.
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Stomatochone;Stomatochone cochlear;	UniEuk#3380	Pascher 1942	species											Pascher A. 1942. Zur Klärung einiger gefärbter und farbloser Flagellaten und ihrer Einrichtungen zur Aufnahme animalischer Nahrung. Arch Protistenkd 96:75-108.
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Stomatochone;Stomatochone epiplankton;	UniEuk#3381	Pascher 1942	species											Pascher A. 1942. Zur Klärung einiger gefärbter und farbloser Flagellaten und ihrer Einrichtungen zur Aufnahme animalischer Nahrung. Arch Protistenkd 96:75-108.
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Stomatochone;Stomatochone excavata;	UniEuk#3382	Pascher 1942	species					Oikomonas excavata						Pascher A. 1942. Zur Klärung einiger gefärbter und farbloser Flagellaten und ihrer Einrichtungen zur Aufnahme animalischer Nahrung. Arch Protistenkd 96:75-108.
Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Stomatochone;Stomatochone infundibuliformis;	UniEuk#3383	Pascher 1942	species											Pascher A. 1942. Zur Klärung einiger gefärbter und farbloser Flagellaten und ihrer Einrichtungen zur Aufnahme animalischer Nahrung. Arch Protistenkd 96:75-108.
